
"Day 3 · Day 3 · Week 22 · Hyrox Training · Deload","2024-10-31 4:47 pm","1:05 hr"
1,152,28
2,152,28
3,152,12
"5. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,20,30
2,20,28
3,20,28
"6. Sit-Ups · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+0,20
2,+0,20
"7. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
"8. Russian Twists With Kettlebell · Kettlebells · 10 reps · Superset 3"
#,KG,REPS
1,16,10
2,16,10

"Day 2 · Day 1 · Week 1 · Hyrox Training · Deload","2024-06-04 4:25 pm","1:12 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,9
3,+0,6
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,7
3,70,9
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,9
2,30,10
3,30,8
"4. Rowing Machine · Machine · 4 min · Superset 1"
#,KM,MINS
1,1,4
2,1,4
3,1,4
"5. Farmer's Walk · Kettlebells · 100 cm · Superset 2"
#,KG,MTRS
1,24,100
2,24,100
"6. Running on Treadmill · Machine · 30 min"
#,KM,MINS
1,3,14:40

"Day 1 · Day 2 · Week 1 · Hyrox Training · Deload","2024-06-03 4:13 pm","1:34 hr"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,105,1
2,100,2
3,90,5
4,90,5
"2. Standing Shoulder Press · Barbell · 6 reps"
#,KG,REPS
1,40,9
2,45,5
3,40,8
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,41.5,15
2,46,9
3,46,10
"4. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,11
2,10,11
3,10,9
"5. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,12.5,3
2,10,4
3,10,3
"6. Back Extensions on Roman Chair · Bodyweight · 10 reps"
#,KG,REPS
1,+15,12
2,+15,11
3,+0,10
"7. Running on Treadmill · Machine · 20 min"
#,KM,MINS
1,4,20
"8. Wall Balls · Misc · 50 reps"
#,KG,REPS
1,6,50

"Push · Day 4 · Week 4 · PPL 1 · Deload","2024-06-01 11:39 am","1:01 hr"
"1. Incline Bench Press · Barbell · 6 reps"
#,KG,REPS
1,75,6
2,75,5
3,70,6
"2. Seated Shoulder Press · Dumbbells · 6 reps · 1 dropset"
#,KG,REPS
1,25,6
2,25,5
3,25,5
4,22.5,5
"3. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,35,5
2,35,5
3,35,4
"4. Triceps Pushdowns · Cable · 12 reps · Superset 1"
#,KG,REPS
1,21.25,13
2,21.25,12
3,21.25,10
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,8
2,7.5,7
3,7.5,5
"6. Overhead Triceps Extensions · Cable · 10 reps"
#,KG,REPS
1,16.25,12
2,18.75,12
3,16.25,10

"Legs · Day 3 · Week 4 · PPL 1 · Deload","2024-05-31 4:11 pm","1:25 hr"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,110,8
2,110,9
3,110,8
"2. Deadlifts · Barbell · 10 reps"
#,KG,REPS
1,70,10
"3. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,115,12
2,115,10
3,115,11
"4. Lying Leg Curls · Machine · 10 reps"
#,KG,REPS
1,60,10
2,60,9
3,60,6
"5. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,20
2,+20,15
3,+20,15
"6. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
3,+0,18
"7. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,20,25
2,20,25
3,20,25
"8. Running on Treadmill · Machine"
#,KM,MINS
1,3,15:30

"Pull · Day 2 · Week 4 · PPL 1 · Deload","2024-05-30 4:10 pm","1:15 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,9
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,7
3,70,10
4,70,8
"3. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,32.5,9
2,32.5,7
3,28.75,8
4,28.75,8
"4. Rowing Machine · Machine"
#,KM,MINS
1,1,3:42
"5. SkiErg · Machine"
#,KM,MINS
1,1,5:03
2,1,4:50
"6. Running on Treadmill · Machine"
#,KM,MINS
1,2.5,13:30

"Push · Day 1 · Week 4 · PPL 1 · Deload","2024-05-29 5:25 pm","59 min"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,100,3
2,90,7
3,90,5
4,80,6
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,27.5,7
2,27.5,5
3,27.5,6
"3. Lean Away Lateral Raises · Cable · 10 reps"
#,KG,REPS
1,6.25,10
2,6.25,12
"4. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+20,12
2,+20,8
3,+20,7
4,+0,13
"5. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,10,7
2,10,7
3,7.5,9
"6. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,10,3
2,10,2
3,7.5,5

"Push · Standalone workout · Deload","2024-05-23 4:33 pm","48 min"
"1. Incline Bench Press · Barbell · 6 reps"
#,KG,REPS
1,75,4
2,75,5
3,70,6
"2. Seated Shoulder Press · Dumbbells · 6 reps · 1 dropset"
#,KG,REPS
1,27.5,5
2,25,6
3,25,6
"3. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,35,5
2,35,6
3,35,5
"4. SkiErg · Machine"
#,KM,MINS
1,1,4:14
"5. Single Arm Tricep Pulldowns · Cable · 10 reps"
#,KG,REPS
1,11.25,5
2,11.25,7

"Legs · Day 3 · Week 3 · PPL 1 · Deload","2024-05-22 4:59 pm","59 min"
"1. Leg Press · Machine · 10 reps"
#,KG,REPS
1,150,10
2,200,10
3,240,7
4,200,9
5,150,8
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,115,12
2,115,10
3,115,10
"3. Seated Leg Curls · Machine · 8 reps"
#,KG,REPS
1,75,10
2,75,12
3,75,11
"4. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,20
2,+20,15
3,+20,15
"5. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
3,+0,18
"6. Sled Push · Misc"
#,KG,MTRS
1,152,24
2,152,24
3,152,12

"Pull · Day 2 · Week 3 · PPL 1 · Deload","2024-05-21 3:45 pm","35 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,9
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,6
3,70,10
"3. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,33.75,9
2,31.25,8
3,31.25,9
"4. Pullovers · Cable · 10 reps"
#,KG,REPS
1,33.75,13
2,33.75,9
3,31.25,11

"Push · Day 1 · Week 3 · PPL 1 · Deload","2024-05-20 10:51 am","1:21 hr"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,100,3
2,90,6
3,90,4
4,80,8
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,28,8
2,28,5
3,28,6
"3. Lean Away Lateral Raises · Cable · 10 reps"
#,KG,REPS
1,7.5,5
2,6.25,8
3,6.25,8
"4. Triceps Pushdowns with Rope · Cable · 10 reps"
#,KG,REPS
1,22.5,11
2,22.5,7
3,20,7

"Push · Day 4 · Week 3 · PPL 1 · Deload","2024-05-16 4:47 pm","47 min"
"1. Incline Bench Press · Barbell · 6 reps"
#,KG,REPS
1,75,6
2,70,6
3,70,5
"2. Seated Shoulder Press · Dumbbells · 6 reps · 1 dropset"
#,KG,REPS
1,27.5,4
2,25,6
3,25,5
"3. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,35,6
2,35,6
3,35,4
"4. Triceps Pushdowns with Rope · Cable · 12 reps · Superset 1"
#,KG,REPS
1,21.25,11
2,21.25,11
3,17.5,14
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,12
2,7.5,8
3,7.5,8

"Pull · Day 5 · Week 2 · PPL 1 · Deload","2024-05-14 4:04 pm","49 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,10
3,+0,8
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,7
3,70,9
"3. SkiErg · Machine"
#,KM,MINS
1,1,4:15
"4. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,10
2,30,10
3,30,9
"5. Face Pulls with Rope · Cable · 10 reps"
#,KG,REPS
1,28.75,13
2,28.75,14
3,28.75,14
"6. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,26.25,12
2,26.25,9

"Push · Day 1 · Week 2 · PPL 1 · Deload","2024-05-13 4:18 pm","53 min"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,100,3
2,90,5
3,90,4
4,80,7
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,27.5,7
2,27.5,6
3,27.5,6
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,41.5,12
2,41.5,12
3,41.5,10
"4. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+20,14
2,+20,10
3,+20,7
"5. Running · Bodyweight"
#,KM,MINS
1,4.2,20

"Pull · Day 2 · Week 2 · PPL 1 · Deload","2024-05-10 4:08 pm","1 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,9
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,10
2,80,8
3,70,11
4,70,10
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,9
2,30,10
3,30,8
4,30,7
"4. Face Pulls with Rope · Cable · 10 reps · Superset 1"
#,KG,REPS
1,28.75,18
2,28.75,18
3,28.75,16
"5. Pullovers · Cable · 10 reps · Superset 2"
#,KG,REPS
1,32.5,14
2,32.5,10
3,32.5,6
"6. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,25,12
2,25,9
3,21.25,9

"Push · Day 4 · Week 2 · PPL 1 · Deload","2024-05-09 3:59 pm","1:04 hr"
"1. Incline Bench Press · Barbell · 6 reps"
#,KG,REPS
1,75,5
2,70,6
3,70,5
"2. Seated Shoulder Press · Dumbbells · 6 reps · 1 dropset"
#,KG,REPS
1,25,8
2,25,5
3,22.5,7
"3. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,32.5,7
2,32.5,6
3,30,7
"4. Triceps Pushdowns with Rope · Cable · 12 reps · Superset 1"
#,KG,REPS
1,21.25,11
2,21.25,11
3,17.5,14
4,17.5,12
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,12
2,7.5,8
3,7.5,8
"6. Flys · Cable · 10 reps"
#,KG,REPS
1,13.75,12
2,13.75,9

"Legs · Day 3 · Week 2 · PPL 1 · Deload","2024-05-08 4:35 pm","57 min"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,110,8
2,110,8
3,110,8
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,115,12
2,115,10
3,115,10
"3. Lying Leg Curls · Machine · 8 reps"
#,KG,REPS
1,60,9
2,60,7
3,53,7
"4. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,20
2,+20,15
3,+20,15
"5. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
3,+0,18
"6. Sled Push · Misc"
#,KG,MTRS
1,127,28
2,127,28

"Pull · Day 5 · Week 1 · PPL 1 · Deload","2024-05-07 4:18 pm","57 min"
"1. Lat Pulldowns with Wide Overhand Grip · Machine · 10 reps"
#,KG,REPS
1,80,15
2,95,9
3,95,6
4,80,10
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,70,12
2,70,9
3,70,8
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,10
2,30,10
3,30,9
4,30,8
"4. Face Pulls with Rope · Cable · 10 reps · Superset 1"
#,KG,REPS
1,28.75,18
2,28.75,14
3,28.75,14
"5. Pullovers · Cable · 10 reps · Superset 2"
#,KG,REPS
1,33.75,14
2,33.75,11
3,31.25,9

"Push · Standalone workout · Deload","2024-05-05 11:26 am","2:08 hr"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,100,1
2,105,1
3,90,5
4,90,5
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,28,8
2,28,5
3,26,8
"3. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,11.3,6
2,9.1,7
3,7.5,10
"4. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,11.3,3
2,10,3
3,7.5,4

"Push · Standalone workout · Deload","2024-05-02 5:41 pm","1:01 hr"
"1. Bench Press · Dumbbells · 6 reps · 1 dropset"
#,KG,REPS
1,35,8
2,37.5,7
3,37.5,5
4,35,6
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,27.5,7
2,27.5,8
3,27.5,6
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,41.5,12
2,41.5,10
3,41.5,10
"4. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+20,17
2,+20,11
3,+20,9
4,+0,20
"5. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,10,8
2,10,7
3,7.5,10
"6. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,10,2
2,10,3
3,7.5,4

"Legs · Standalone workout · Deload","2024-05-01 4:23 pm","59 min"
"1. Leg Press · Machine · 10 reps"
#,KG,REPS
1,150,10
2,200,10
3,220,10
4,150,10
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,105,12
2,105,11
3,105,10
"3. Lying Leg Curls · Machine · 8 reps"
#,KG,REPS
1,60,9
2,60,5
3,53,6
"4. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,18
2,+20,15
3,+20,15
"5. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
3,+0,18
"6. Sled Push · Misc"
#,KG,MTRS
1,127,28
2,127,28

"Pull · Day 2 · Week 1 · PPL 1 · Deload","2024-04-30 4:12 pm","57 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+10,8
2,+10,7
3,+0,8
4,+0,6
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,70,11
2,70,8
3,70,7
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,9
2,30,8
3,30,8
4,30,6
"4. Face Pulls with Rope · Cable · 10 reps · Superset 1"
#,KG,REPS
1,28.75,18
2,28.75,15
3,28.75,13
"5. Pullovers · Cable · 10 reps · Superset 2"
#,KG,REPS
1,32.5,14
2,32.5,8
3,32.5,10
"6. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,25,11
2,25,8
3,21.25,10

"Push · Day 4 · Week 1 · PPL 1 · Deload","2024-04-29 4:24 pm","1:01 hr"
"1. Incline Bench Press · Barbell · 6 reps"
#,KG,REPS
1,75,4
2,70,7
3,70,6
"2. Seated Shoulder Press · Dumbbells · 6 reps · 1 dropset"
#,KG,REPS
1,25,7
2,25,5
3,25,4
"3. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,32.5,7
2,32.5,5
3,32.5,4
"4. Triceps Pushdowns with Rope · Cable · 12 reps · Superset 1"
#,KG,REPS
1,21.25,11
2,21.25,11
3,17.5,13
4,17.5,12
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,8
2,7.5,8
3,7.5,7
"6. Flys · Cable · 10 reps"
#,KG,REPS
1,15,10
2,15,5
3,12.5,7

"Push · Day 1 · Week 1 · PPL 1 · Deload","2024-04-25 4:31 pm","1:04 hr"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,102.5,1
2,105,1
3,90,5
4,90,3
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,27.5,8
2,27.5,6
3,27.5,6
4,27.5,6
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,41.5,12
2,41.5,10
"4. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+20,15
2,+20,12
3,+20,9
4,+0,15
"5. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,5
2,10,7
3,7.5,11
"6. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,12.5,2
2,10,3
3,7.5,6

"Legs · Day 3 · Week 1 · PPL 1 · Deload","2024-04-24 5:03 pm","54 min"
"1. Leg Press · Machine · 10 reps"
#,KG,REPS
1,140,10
2,190,10
3,210,8
4,150,10
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,105,12
2,105,11
3,105,10
"3. Seated Leg Curls · Machine · 8 reps"
#,KG,REPS
1,75,10
2,75,12
3,75,12
"4. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,18
2,+20,15
3,+20,15
"5. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
3,+0,18
"6. Sled Push · Misc"
#,KG,MTRS
1,127,28
2,127,28

"Pull · Day 5 · Week 4 · PPL 1 · Deload","2024-04-23 3:54 pm","56 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,9
3,+0,7
4,+0,6
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,70,11
2,70,8
3,70,7
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,8
2,30,8
3,30,7
"4. Face Pulls with Rope · Cable · 10 reps · Superset 1"
#,KG,REPS
1,28.75,16
2,28.75,14
3,28.75,16
"5. Pullovers · Cable · 10 reps · Superset 2"
#,KG,REPS
1,31.25,15
2,31.25,12
3,31.25,11
"6. Shrugs · Cable · 10 reps · Superset 1"
#,KG,REPS
1,48.75,12
2,48.75,10
"7. Hammer Curls · Cable · 10 reps · Superset 2"
#,KG,REPS
1,26.25,10
2,26.25,8
3,23.75,8

"Push · Day 4 · Week 4 · PPL 1 · Deload","2024-04-22 4:41 pm","44 min"
"1. Incline Bench Press · Barbell · 6 reps"
#,KG,REPS
1,70,7
2,70,5
3,70,5
"2. Seated Shoulder Press · Dumbbells · 6 reps"
#,KG,REPS
1,25,7
2,25,5
3,25,5
"3. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,32.5,6
2,32.5,5
3,32.5,5
"4. Triceps Pushdowns with Rope · Cable · 12 reps · Superset 1"
#,KG,REPS
1,21.25,12
2,21.25,12
3,17.5,14
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,10
2,7.5,8

"Legs · Day 3 · Week 4 · PPL 1 · Deload","2024-04-19 4:31 pm","46 min"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,100,10
2,120,5
3,120,3
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,95,12
2,105,10
3,105,10
"3. Sled Push · Misc",14x77kg
#,KG,MTRS
1,127,28
2,157,28
3,127,28

"Pull · Day 2 · Week 4 · PPL 1 · Deload","2024-04-18 5:12 pm","48 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+15,5
2,+10,6
3,+0,9
4,+0,5
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,70,9
2,70,8
3,70,7
"3. Face Pulls with Rope · Cable · 10 reps · Superset 1"
#,KG,REPS
1,26.25,18
2,28.75,16
3,28.75,17
"4. Pullovers · Cable · 10 reps · Superset 2"
#,KG,REPS
1,31.25,11
2,31.25,10
3,31.25,8
"5. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,26.25,13
2,26.25,10
3,23.75,10
4,23.75,10

"Push · Standalone workout · Deload","2024-04-17 5:11 pm","1:05 hr"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,95,3
2,90,4
3,80,6
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,27.5,7
2,27.5,5
3,27.5,5
4,25,6
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,41.5,12
2,41.5,10
3,41.5,10
"4. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+20,15
2,+20,11
3,+20,9
4,+0,15
"5. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,11.25,6
2,8.75,8
3,8.75,8
"6. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,11.25,4
2,8.75,4
3,8.75,3

"Push · Day 1 · Week 4 · PPL 1 · Deload","2024-04-13 1:08 pm","1:13 hr"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,95,2
2,90,4
3,85,5
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,26,9
2,26,7
3,26,8
4,26,6
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,41.5,13
2,41.5,12
3,41.5,12
4,41.5,10
"4. Triceps Pushdowns · Machine · 10 reps"
#,KG,REPS
1,100,10
2,100,11
3,100,10
4,100,7
"5. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,10,10
2,10,6
3,7.5,10
"6. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,10,4
2,10,3
3,7.5,6

"Standalone workout · Standalone workout · Deload","2024-04-10 10:28 am","3:30 hr"
"1. Sled Push with Low Grip · Misc · Superset 1"
#,KG,MTRS
1,147,13
2,147,13
3,147,13
4,77,13
"2. Sled pull · Misc · Superset 2"
#,KG,MTRS
1,147,13
2,147,13
3,147,13
4,77,13
"3. Running on Treadmill · Machine"
#,KM,MINS
1,1,4

"Pull · Day 5 · Week 3 · PPL 1 · Deload","2024-04-09 11:20 am","53 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+10,7
2,+10,5
3,+5,8
4,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,70,10
2,70,8
3,70,7
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,30,10
2,30,8
3,30,6
"4. Face Pulls with Rope · Cable · 10 reps · Superset 1"
#,KG,REPS
1,25,16
2,25,16
3,25,16
"5. Pullovers · Cable · 10 reps · Superset 2"
#,KG,REPS
1,28.75,16
2,28.75,12
3,28.75,12
"6. Shrugs · Cable · 10 reps"
#,KG,REPS
1,48.75,10
2,48.75,10

"Push · Day 4 · Week 3 · PPL 1 · Deload","2024-04-08 11:21 am","1:01 hr"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,85,6
2,85,6
3,80,6
"2. Incline Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,26,8
2,26,7
3,26,7
"3. Triceps Pushdowns · Machine · 10 reps"
#,KG,REPS
1,80,12
2,100,8
3,100,9
"4. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,41.5,16
2,44,12
3,44,10
"5. Single Arm Tricep Pulldowns · Cable · 12 reps · Superset 1"
#,KG,REPS
1,12.5,9
2,10,10
3,10,7
"6. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,12.5,4
2,10,3
3,10,3

"Pull · Day 2 · Week 3 · PPL 1 · Deload","2024-04-04 11:16 am","44 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+5,11
2,+5,7
3,+5,7
4,+0,8
"2. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,30,12
2,30,8
3,30,7
4,20,16
"3. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,70,10
2,70,8
3,70,7
"4. Pullovers · Cable · 10 reps · Superset 1"
#,KG,REPS
1,28.75,16
2,32.5,10
"5. Hammer Curls · Cable · 10 reps · Superset 2"
#,KG,REPS
1,25,13
2,25,10

"Push · Day 1 · Week 3 · PPL 1 · Deload","2024-04-03 11:49 am","48 min"
"1. Bench Press · Barbell · 6 reps · 1 dropset"
#,KG,REPS
1,85,5
2,80,7
3,80,6
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,24,11
2,24,9
3,24,9
4,24,8
"3. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,6
2,10,8
3,7.5,8
"4. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,12.5,2
2,10,2
3,7.5,5
"5. Lean Away Lateral Raises · Cable · 10 reps"
#,KG,REPS
1,6.25,12
2,6.25,12
3,6.25,12

"Push · Day 4 · Week 2 · PPL 1 · Deload","2024-03-29 1:41 pm","1 hr"
"1. Incline Bench Press · Barbell · 6 reps"
#,KG,REPS
1,70,6
2,70,5
3,65,6
"2. Seated Shoulder Press · Dumbbells · 6 reps"
#,KG,REPS
1,25,6
2,25,6
3,25,5
"3. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,30,7
2,30,8
3,30,6
"4. Triceps Pushdowns with Rope · Cable · 12 reps · Superset 1"
#,KG,REPS
1,21.25,12
2,21.25,12
3,18.75,12
4,18.75,12
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,6.25,12
2,6.25,10
3,6.25,12
"6. Flys · Cable · 10 reps"
#,KG,REPS
1,11.25,16
2,13.75,10
3,13.75,7

"Legs · Day 3 · Week 2 · PPL 1 · Deload","2024-03-28 4:05 pm","56 min"
"1. Leg Press · Machine · 10 reps"
#,KG,REPS
1,150,10
2,200,10
3,200,8
4,150,10
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,85,12
2,95,12
3,95,10
"3. Hip Abduction · Machine · 10 reps"
#,KG,REPS
1,117,10
2,117,10
3,117,12
"4. Leg Extensions · Machine · 10 reps"
#,KG,REPS
1,75,12
2,82,10
3,89,12
"5. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,15
2,+20,15
3,+20,15
"6. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
3,+0,18

"Pull · Day 2 · Week 2 · PPL 1 · Deload","2024-03-27 4:39 pm","1:01 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+5,10
2,+5,7
3,+5,6
4,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,70,10
2,70,8
3,70,7
4,70,7
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,30,12
2,30,8
3,30,7
4,20,16
"4. Face Pulls with Rope · Cable · 10 reps · Superset 1"
#,KG,REPS
1,25,18
2,28.75,12
3,25,14
