
"Day 3 · Day 3 · Week 22 · Hyrox Training · Deload","2024-10-31 4:47 pm","1:05 hr"
3,110,5
"3. Seated Calf Raises · Machine · 10 reps"
#,KG,REPS
1,20,10
2,20,10
"4. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,25,50
2,25,50
3,25,50
"5. Running on Treadmill · Machine"
#,KM,MINS
1,4,21

"Day 4 · Day 5 · Week 11 · Hyrox Training · Deload","2024-08-13 7:47 pm","1:17 hr"
"1. Incline Bench Press · Barbell · 10 reps"
#,KG,REPS
1,75,5
2,70,7
3,70,6
"2. Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,35,6
2,32.5,7
3,32.5,7
"3. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,8
2,+25,7
3,+25,6
4,+0,20
"4. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,53,9
2,46,10
3,46,8
"5. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,11.25,10
2,10,7
3,10,7
"6. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,11.25,2
2,10,4
3,10,2
"7. Rowing Machine · Machine · Superset 1"
#,KM,MINS
1,0.5,1:42
2,0.5,1:47
3,0.5,1:53
"8. Farmer's Walk · Kettlebells · Superset 2"
#,KG,MTRS
1,24,100
2,24,100
3,24,100
"9. Wall Balls · Misc · 10 reps · Superset 3"
#,KG,REPS
1,6,10
2,6,10
3,6,30

"Day 6 · Day 6 · Week 10 · Hyrox Training · Deload","2024-08-11 4:37 pm","37 min"
"1. Running · Bodyweight"
#,KM,MINS
1,7.59,37:13

"Day 4 · Day 5 · Week 10 · Hyrox Training · Deload","2024-08-10 10:00 am","1:30 hr"
"1. Bench Press · Barbell · 10 reps"
#,KG,REPS
1,100,3
2,90,6
3,90,5
"2. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,30,6
2,27.5,6
3,25,8
"3. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,11
2,+25,8
3,+25,6
4,+0,6
"4. Triceps Pushdowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,26.25,11
2,26.25,9
3,26.25,8
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,7
2,7.5,7
3,7.5,6
"6. Running on Treadmill · Machine"
#,KM,MINS
1,4.4,22

"Day 5 · Day 4 · Week 10 · Hyrox Training · Deload","2024-08-09 4:30 pm","1:04 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,14
2,+0,10
3,+0,7
"2. Chest-Supported Rows Wide Neutral Grip · Machine · 10 reps"
#,KG,REPS
1,40,9
2,40,8
3,40,8
"3. Behind-the-Back Curls · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,8
2,12.5,8
3,10,10
"4. Shrugs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,47.5,14
2,47.5,12
3,47.5,15
"5. Reverse Flys · Cable · 10 reps"
#,KG,REPS
1,6.25,10
2,6.25,8
"6. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,20
2,+20,15
3,+20,15
"7. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,15
3,+0,15
"8. Russian Twists · Bodyweight · 10 reps · Superset 3"
#,KG,REPS
1,+16,20
2,+16,20
3,+16,20
"9. SkiErg · Machine"
#,KM,MINS
1,0.5,1:54
2,0.5,2

"Day 3 · Day 3 · Week 10 · Hyrox Training · Deload","2024-08-08 4:43 pm","58 min"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,110,8
2,110,8
3,110,7
"2. Seated Leg Curls · Machine · 10 reps"
#,KG,REPS
1,75,10
2,75,10
3,75,10
"3. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,25,50
2,25,50
3,25,50
"4. Running on Treadmill · Machine"
#,KM,MINS
1,3.35,17

"Day 2 · Day 1 · Week 10 · Hyrox Training · Deload","2024-08-06 3:55 pm","1:18 hr"
"1. Lat Pulldowns with Wide Overhand Grip · Machine · 10 reps"
#,KG,REPS
1,90,10
2,90,9
3,90,6
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,10
2,80,8
3,80,6
"3. Behind-the-Back Curls · Cable · 10 reps"
#,KG,REPS
1,12.5,8
2,12.5,7
3,10,9
"4. Rowing Machine · Machine · 4 min · Superset 1"
#,KM,MINS
1,0.5,1:45
2,0.5,1:45
3,0.5,1:49
4,0.5,1:54
"5. Farmer's Walk · Kettlebells · 100 cm · Superset 2"
#,KG,MTRS
1,24,80
2,24,80
3,24,80
4,24,80
"6. Running on Treadmill · Machine · 30 min"
#,KM,MINS
1,4,20

"Day 1 · Day 2 · Week 10 · Hyrox Training · Deload","2024-08-05 4:01 pm","1:15 hr"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,90,6
2,90,5
3,80,8
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,45,7
2,45,6
3,45,5
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,10
2,46,10
3,46,8
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,28.75,12
2,28.75,9
3,25,7
"5. Running on Treadmill · Machine · 20 min"
#,KM,MINS
1,3.44,18

"Day 6 · Day 6 · Week 9 · Hyrox Training · Deload","2024-08-05 3:58 pm","56 min"
"1. Running · Bodyweight · Superset 1"
#,KM,MINS
1,1,5
2,1,5
"2. Farmer's Walk · Dumbbells · Superset 2"
#,KG,MTRS
1,25,200
2,25,200
"3. Running · Bodyweight · Superset 3"
#,KM,MINS
1,1,5
2,1,5
"4. Burpees · Bodyweight · 10 reps · Superset 4"
#,REPS,MINS
1,40,5
2,40,5
"5. Running · Bodyweight · Superset 5"
#,KM,MINS
1,1,5
2,1,5
"6. Walking Lunges · Barbell · 10 reps · Superset 6"
#,KG,REPS
1,25,50
2,25,50

"Day 5 · Day 4 · Week 9 · Hyrox Training · Deload","2024-08-02 3:53 pm","1:10 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,10
3,+0,8
"2. Rows with Wide Grip · Cable · 10 reps"
#,KG,REPS
1,70,7
2,70,7
3,70,7
"3. Behind-the-Back Curls · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,8
2,12.5,6
3,10,10
"4. Shrugs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,47.5,14
2,47.5,12
3,47.5,15
"5. Decline Crunches · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+20,20
2,+20,15
3,+20,15
"6. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,10
3,+0,10
"7. SkiErg · Machine"
#,KM,MINS
1,1.8,8

"Day 4 · Day 5 · Week 9 · Hyrox Training · Deload","2024-08-01 4:15 pm","52 min"
"1. Incline Bench Press · Barbell · 10 reps · 1 dropset"
#,KG,REPS
1,75,5
2,75,4
3,70,7
4,70,6
"2. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,11
2,+25,10
3,+25,8
4,+0,20
"3. Lean Away Lateral Raises · Cable · 10 reps · Superset 1"
#,KG,REPS
1,7.5,7
2,7.5,8
3,7.5,6
"4. Triceps Pushdowns with Rope · Cable · 10 reps · Superset 2"
#,KG,REPS
1,22.5,8
2,22.5,7
3,20,7

"Day 3 · Day 3 · Week 9 · Hyrox Training · Deload","2024-07-31 4:35 pm","1:21 hr"
"1. Leg Press · Machine · 10 reps"
#,KG,REPS
1,150,10
2,200,8
3,200,7
4,150,9
"2. Deadlifts · Barbell · 10 reps"
#,KG,REPS
1,70,13
2,70,12
3,70,15
"3. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,115,12
2,115,12
3,115,10
"4. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,25,30
2,25,30
3,25,30
4,25,30
5,25,30
"5. Running on Treadmill · Machine"
#,KM,MINS
1,5,29:30

"Day 2 · Day 1 · Week 9 · Hyrox Training · Deload","2024-07-30 4:47 pm","1:15 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,9
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,7
3,70,9
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,8
2,35,6
3,30,8
"4. Rowing Machine · Machine · 4 min · Superset 1"
#,KM,MINS
1,0.5,1:45
2,0.5,1:45
3,0.5,1:46
"5. Farmer's Walk · Kettlebells · 100 cm · Superset 2"
#,KG,MTRS
1,24,50
2,24,50
3,24,50
"6. Running on Treadmill · Machine · 30 min"
#,KM,MINS
1,3.33,17:30

"Day 1 · Day 2 · Week 9 · Hyrox Training · Deload","2024-07-29 3:59 pm","1:17 hr"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,100,3
2,90,6
3,90,5
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,45,6
2,45,5
3,45,5
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,53,8
2,46,10
3,46,8
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,26.25,11
2,23.75,10
3,23.75,7
"5. Wall Balls · Misc · 10 reps · Superset 1"
#,KG,REPS
1,6,10
2,6,10
3,6,10
"6. Burpees · Bodyweight · 10 reps · Superset 2"
#,REPS,MINS
1,10,1
2,10,1
3,10,1
"7. Running on Treadmill · Machine · 20 min"
#,KM,MINS
1,1.6,7:38

"Day 4 · Day 5 · Week 8 · Hyrox Training · Deload","2024-07-26 3:59 pm","1:01 hr"
"1. Incline Bench Press · Barbell · 10 reps"
#,KG,REPS
1,75,5
2,70,7
3,70,6
"2. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,10
2,+25,9
3,+25,8
4,+0,20
"3. Overhead Triceps Extensions · Cable · 10 reps · Superset 1"
#,KG,REPS
1,21.25,8
2,20.5,8
3,20.5,8
"4. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,7
2,7.5,8
3,7.5,6
"5. Flys · Cable · 10 reps"
#,KG,REPS
1,13.75,8
2,13.75,8
3,13.75,8
"6. SkiErg · Machine"
#,KM,MINS
1,0.2,1
2,0.2,1
3,0.2,1
4,0.2,1
5,0.2,1

"Day 3 · Day 3 · Week 8 · Hyrox Training · Deload","2024-07-25 4:28 pm","35 min"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,110,8
2,120,6
3,120,7
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,115,12
2,115,12
3,115,10
"3. Sled Push · Misc · 40 cm"
#,KG,MTRS
1,152,28
2,152,28

"Day 2 · Day 1 · Week 8 · Hyrox Training · Deload","2024-07-23 5:15 pm","49 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,14
2,+0,10
3,+0,7
"2. Chest-Supported Rows Wide Neutral Grip · Machine · 10 reps"
#,KG,REPS
1,40,9
2,40,8
3,40,8
"3. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,33.75,8
2,31.25,8
3,28.75,8
"4. Reverse Flys · Cable · 10 reps"
#,KG,REPS
1,8.75,6
2,6.875,6
3,6.875,6
"5. Gorilla Rows · Kettlebells · 10 reps"
#,KG,REPS
1,20,10
2,24,10
3,24,10

"Day 1 · Day 2 · Week 8 · Hyrox Training · Deload","2024-07-22 4:38 pm","1:14 hr"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,102.5,2
2,90,6
3,90,5
4,80,7
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,45,6
2,45,6
3,45,5
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,53,8
2,46,10
3,46,7
"4. Triceps Pushdowns with Rope · Cable · 10 reps"
#,KG,REPS
1,22.5,9
2,21.25,9
3,21.25,7
"5. Running on Treadmill · Machine · 20 min"
#,KM,MINS
1,3.4,18

"Day 4 · Day 5 · Week 7 · Hyrox Training · Deload","2024-07-19 3:38 pm","1:04 hr"
"1. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,32.5,7
2,32.5,5
3,30,6
"2. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,12
2,+25,8
3,+25,8
4,+0,20
"3. Triceps Pushdowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,25,11
2,25,10
3,25,9
4,21.25,14
"4. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,9
2,7.5,8
3,7.5,7
4,7.5,7
"5. Flys · Cable · 10 reps"
#,KG,REPS
1,13.75,10
2,13.75,7
3,11.25,10
"6. Cycling on Stationary Bike · Machine"
#,KM,MINS
1,5,12

"Day 3 · Day 3 · Week 7 · Hyrox Training · Deload","2024-07-18 4:01 pm","1:17 hr"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,110,6
2,110,6
3,110,5
"2. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,25,30
2,25,30
3,25,30
"3. Running on Treadmill · Machine"
#,KM,MINS
1,1.5,7:30

"Day 2 · Day 1 · Week 7 · Hyrox Training · Deload","2024-07-17 4:22 pm","39 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,14
2,+0,10
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,7
3,80,6
"3. Reverse Flys · Cable · 10 reps"
#,KG,REPS
1,8.75,6
2,6.875,10
3,6.875,6
"4. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,33.75,10
2,31.25,9
3,31.25,10

"Day 1 · Day 2 · Week 7 · Hyrox Training · Deload","2024-07-16 5:23 pm","51 min"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,100,3
2,90,6
3,90,5
4,80,7
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,45,6
2,45,6
3,45,5
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,12
2,46,10
3,46,7
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,25,15
2,25,10
3,21.25,8
"5. Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,68,15
2,82,8
3,75,8

"Day 4 · Day 5 · Week 5 · Hyrox Training · Deload","2024-07-11 4:49 pm","42 min"
"1. Incline Bench Press · Dumbbells · 10 reps"
#,KG,REPS
1,32.5,8
2,32.5,6
3,30,6
"2. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,9
2,+25,8
"3. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,6
2,10,10
3,10,8
"4. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,12.5,2
2,10,4
3,10,4
"5. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,13
2,53,10
3,53,8

"Day 3 · Day 3 · Week 5 · Hyrox Training · Deload","2024-07-10 3:57 pm","1:15 hr"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,120,8
2,120,6
3,100,9
"2. Deadlifts · Barbell · 10 reps"
#,KG,REPS
1,70,10
2,70,15
3,70,15
"3. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,115,12
2,115,10
3,115,8
"4. Sled Push · Misc · 40 cm"
#,KG,MTRS
1,152,28
2,152,28
"5. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,25,25
2,25,25
3,25,25
"6. Running on Treadmill · Machine"
#,KM,MINS
1,3.2,16:20

"Day 2 · Day 1 · Week 6 · Hyrox Training · Deload","2024-07-09 4:13 pm","51 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,15
2,+0,11
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,9
3,80,7
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,10
2,35,6
3,30,8
"4. Reverse Flys · Cable · 10 reps"
#,KG,REPS
1,8.75,7
2,6.875,10
3,6.875,6
"5. Rowing Machine · Machine"
#,KM,MINS
1,0.5,1:34
2,0.25,0:45

"Day 1 · Day 2 · Week 6 · Hyrox Training · Deload","2024-07-08 4:14 pm","2:47 hr"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,100,3
2,90,7
3,90,5
4,80,8
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,45,6
2,45,7
3,45,5
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,12
2,46,10
3,46,7
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,25,12
2,21.25,10
3,21.25,8
"5. Running on Treadmill · Machine · 20 min"
#,KM,MINS
1,5.5,26:55

"Day 6 · Day 6 · Week 5 · Hyrox Training · Deload","2024-07-06 2:03 pm","25 sec"
"1. Running · Bodyweight"
#,KM,MINS
1,7,37:12

"Day 2 · Day 1 · Week 5 · Hyrox Training · Deload","2024-07-03 4:24 pm","1:02 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,14
2,+0,10
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,8
3,70,10
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,9
2,35,5
3,30,7
"4. Reverse Flys · Cable · 10 reps"
#,KG,REPS
1,6.25,10
2,6.25,9
3,6.25,8
"5. Running on Treadmill · Machine · 30 min"
#,KM,MINS
1,4,19

"Day 1 · Day 2 · Week 5 · Hyrox Training · Deload","2024-07-02 5:45 pm","41 min"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,100,4
2,90,6
3,80,8
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,45,6
2,45,7
3,45,5
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,12
2,46,10
3,46,7
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,25,14
2,25,10
3,25,7

"Day 2 · Day 1 · Week 4 · Hyrox Training · Deload","2024-06-25 4:16 pm","1:15 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,12
2,+0,9
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,9
2,80,7
3,70,10
"3. Reverse Flys · Cable · 10 reps"
#,KG,REPS
1,6.25,13
2,6.25,10
3,6.25,9
"4. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,9
2,35,5
3,30,8
"5. Rowing Machine · Machine · 4 min · Superset 1"
#,KM,MINS
1,1,3:50
2,1,3:49
"6. Farmer's Walk · Kettlebells · 100 cm · Superset 2"
#,KG,MTRS
1,24,100
2,24,100
"7. Running on Treadmill · Machine · 30 min"
#,KM,MINS
1,2,10

"Day 1 · Day 2 · Week 4 · Hyrox Training · Deload","2024-06-24 4:11 pm","50 min"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,100,4
2,90,7
3,90,6
4,80,7
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,45,5
2,45,6
3,45,6
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,10
2,46,10
3,46,9
"4. Overhead Triceps Extensions · Cable · 10 reps"
#,KG,REPS
1,21.25,12
2,21.25,13
3,21.25,12

"Day 4 · Day 5 · Week 3 · Hyrox Training · Deload","2024-06-20 7:22 pm","47 min"
"1. Incline Bench Press · Barbell · 10 reps"
#,KG,REPS
1,75,5
2,70,8
3,70,6
"2. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,9
2,+25,8
3,+25,8
4,+0,15
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,11
2,46,12
3,46,9
"4. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,8
2,10,9
"5. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,12.5,4
2,10,4

"Day 3 · Day 3 · Week 3 · Hyrox Training · Deload","2024-06-19 4:24 pm","52 min"
"1. Leg Press · Machine · 10 reps"
#,KG,REPS
1,150,10
2,200,10
3,200,9
4,150,9
"2. Deadlifts · Barbell · 10 reps"
#,KG,REPS
1,100,10
2,100,10
"3. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,115,10
2,115,10
3,115,9
"4. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,25,30
2,25,30
3,25,32
4,25,30

"Day 2 · Day 1 · Week 3 · Hyrox Training · Deload","2024-06-18 4:26 pm","1:13 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,11
3,+0,7
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,7
3,70,10
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,9
2,35,7
3,30,9
"4. Rowing Machine · Machine · 4 min · Superset 1"
#,KM,MINS
1,1,3:30
2,1,3:56
"5. Farmer's Walk · Kettlebells · 100 cm · Superset 2"
#,KG,MTRS
1,24,100

"Day 1 · Day 2 · Week 3 · Hyrox Training · Deload","2024-06-17 3:57 pm","1:10 hr"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,100,3
2,90,6
3,90,5
4,80,8
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,50,5
2,45,8
3,45,5
"3. Lateral Raises · Machine · 10 reps"
#,KG,REPS
1,46,12
2,46,10
3,46,9
"4. Overhead Triceps Extensions · Cable · 10 reps · Superset 1"
#,KG,REPS
1,21.25,13
2,21.25,10
3,21.25,8
"5. Flys · Cable · 10 reps · Superset 2"
#,KG,REPS
1,13.75,11
2,13.75,9
3,13.75,7
"6. Wall Balls · Misc · 50 reps"
#,KG,REPS
1,6,30
2,6,30

"Day 6 · Day 6 · Week 2 · Hyrox Training · Deload","2024-06-15 3:17 pm","1 min"
"1. Running · Bodyweight"
#,KM,MINS
1,8.5,46:25

"Day 4 · Day 5 · Week 2 · Hyrox Training · Deload","2024-06-13 3:48 pm","52 min"
"1. Incline Bench Press · Barbell · 10 reps"
#,KG,REPS
1,75,5
2,70,7
3,70,6
"2. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,11
2,+25,8
3,+25,7
4,+0,24
"3. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,21.25,13
2,23.75,9
3,23.75,9
"4. Overhead Triceps Extensions · Cable · 10 reps · Superset 1"
#,KG,REPS
1,16.25,15
2,21.25,10
3,21.25,10
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,8
2,7.5,8
3,7.5,6

"Day 3 · Day 3 · Week 2 · Hyrox Training · Deload","2024-06-12 3:51 pm","1:18 hr"
"1. Squats · Barbell · 10 reps"
#,KG,REPS
1,110,9
2,110,8
3,110,9
"2. Deadlifts · Barbell · 10 reps"
#,KG,REPS
1,110,8
2,110,9
3,110,9
"3. Seated Leg Curls · Machine · 10 reps"
#,KG,REPS
1,75,10
2,75,8
"4. Walking Lunges · Barbell · 10 reps"
#,KG,REPS
1,20,30
2,20,30
3,20,32
"5. Sled Push · Misc · 40 cm"
#,KG,MTRS
1,152,28
2,152,28
3,152,14
"6. Sit-Ups · Bodyweight · 10 reps · Superset 1"
#,KG,REPS
1,+0,22
2,+0,20
"7. Leg Raises · Bodyweight · 10 reps · Superset 2"
#,KG,REPS
1,+0,15
2,+0,10

"Day 2 · Day 1 · Week 2 · Hyrox Training · Deload","2024-06-11 4:10 pm","1:24 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#,KG,REPS
1,+0,13
2,+0,10
3,+0,8
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,80,8
2,80,8
3,70,9
"3. Reverse Flys · Cable · 10 reps"
#,KG,REPS
1,6.25,13
2,6.25,10
3,6.25,9
"4. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,35,11
2,35,8
3,30,9
"5. Rowing Machine · Machine · 4 min · Superset 1"
#,KM,MINS
1,1,3:39
2,1,3:51
3,1,3:57
"6. Farmer's Walk · Kettlebells · 100 cm · Superset 2"
#,KG,MTRS
1,24,100
2,24,100
"7. SkiErg · Machine · 30 min"
#,KM,MINS
1,3,13:55

"Day 1 · Day 2 · Week 2 · Hyrox Training · Deload","2024-06-10 4:26 pm","1:03 hr"
"1. Bench Press · Barbell · 6 reps"
#,KG,REPS
1,100,3
2,90,6
3,90,5
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,40,10
2,45,7
3,45,6
"3. Single Arm Tricep Pulldowns · Cable · 10 reps · Superset 1"
#,KG,REPS
1,12.5,8
2,10,11
3,10,8
"4. Kneeling Tricep Pull Throughs · Cable · 10 reps · Superset 2"
#,KG,REPS
1,12.5,4
2,10,4
3,10,4
"5. Lean Away Lateral Raises · Cable · 10 reps · Superset 3"
#,KG,REPS
1,7.5,11
2,7.5,8
3,7.5,6
"6. Running on Treadmill · Machine · 20 min"
#,KM,MINS
1,3.5,17:20

"Day 6 · Day 6 · Week 1 · Hyrox Training · Deload","2024-06-09 8:40 pm","30 min"
"1. Running · Bodyweight"
#,KM,MINS
1,1.1,5
"2. Burpees · Bodyweight"
#,REPS,MINS
1,25,2
"3. Running · Bodyweight"
#,KM,MINS
1,1.1,5
"4. Farmer's Walk · Dumbbells"
#,KG,MTRS
1,25,100
"5. Running · Bodyweight"
#,KM,MINS
1,1.1,5

"Day 5 · Day 4 · Week 1 · Hyrox Training · Deload","2024-06-07 3:48 pm","1 hr"
"1. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#,KG,REPS
1,80,15
2,90,8
3,80,8
"2. Face Pulls with Rope · Cable · 10 reps"
#,KG,REPS
1,28.75,16
2,32.5,14
3,32.5,12
"3. Hammer Curls · Cable · 10 reps"
#,KG,REPS
1,32.5,10
2,32.5,10
3,28.75,10
4,28.75,9
"4. Rowing Machine · Machine · Superset 1"
#,KM,MINS
1,1,3:39
2,1,3:51
3,1,3:51
"5. Shrugs · Kettlebells · 10 reps · Superset 2"
#,KG,REPS
1,24,15
2,24,15
3,24,18

"Day 4 · Day 5 · Week 1 · Hyrox Training · Deload","2024-06-06 4:07 pm","47 min"
"1. Incline Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,30,8
2,30,8
3,30,6
"2. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+25,12
2,+25,7
3,+25,6
4,+0,22
"3. Overhead Triceps Extensions · Cable · 10 reps · Superset 1"
#,KG,REPS
1,17.5,10
2,17.5,11
3,17.5,11
"4. Lean Away Lateral Raises · Cable · 10 reps · Superset 2"
#,KG,REPS
1,7.5,8
2,7.5,7
3,7.5,5
"5. SkiErg · Machine"
#,KM,MINS
1,1,4:14

"Day 3 · Day 3 · Week 1 · Hyrox Training · Deload","2024-06-05 4:04 pm","1:16 hr"
"1. Squats · Barbell · 8 reps"
#,KG,REPS
1,110,8
2,130,5
3,130,4
4,110,7
"2. Deadlifts · Barbell · 10 reps"
#,KG,REPS
1,70,10
2,70,10
3,90,10
"3. Seated Calf Raises · Machine · 10 reps"
#,KG,REPS
1,45,10
2,45,8
"4. Sled Push · Misc · 40 cm"
#,KG,MTRS
